Citizen ID,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30
C64116,CENTAUR,$10 ,$93 ,$27 ,$40 ,$131 ,0,11,1,55,0,Consultant,8,1,35-45,0,1,1,37,0.7,4,primary,2,,,,2,,0,100000
C64117,CENTAUR,"$1,329 ",$189 ,$151 ,$40 ,$109 ,7,10,8,16,0,Others,8,3,18-24,1,0,2,30,0.6,5,primary,10,,,,10,,,0
C64118,COSMOS,$10 ,$15 ,$25 ,$40 ,$159 ,0,0,0,103,0,Others,8,5,55+,0,0,5,39,0.7,5,MBA,,,,3,3,,,0
C64119,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Consultant,8,3,35-45,1,1,4,34,0.2,3,MBA,6,,,14,41,21,0,50000
C64120,CENTAUR,$10 ,$270 ,$47 ,$128 ,$209 ,0,37,2,72,2,Others,8,4,18-24,1,0,4,45,0.6,4,primary,,,,,2,2,,0
C64121,CENTAUR,$165 ,$622 ,$41 ,$55 ,$282 ,6,192,2,373,5,Others,8,1,35-45,0,1,2,28,0.9,3,primary,11,,,4,15,,,0
C64122,EBONY,$10 ,$291 ,$100 ,$115 ,$147 ,0,54,2,60,6,Others,8,3,18-24,1,0,1,3,0.6,1,primary,,,,,0,,,0
C64123,EBONY,$97 ,$61 ,$47 ,$40 ,$116 ,2,3,1,23,0,Teacher,8,4,45-55,1,1,2,36,0.8,2,primary,,,,1,3,2,0,100000
C64124,CENTAUR,$210 ,$266 ,$25 ,$96 ,$146 ,1,17,0,87,21,Teacher,8,3,25-35,0,1,0,42,0.5,3,MBA,1,,,,1,,1,0
C64125,CENTAUR,$42 ,$203 ,$81 ,$53 ,$265 ,7,18,5,151,5,Others,8,4,25-35,0,0,1,41,0.7,3,primary,1,,,,1,,,0
C64126,COSMOS,$10 ,$15 ,$25 ,$40 ,$103 ,0,0,0,13,0,Teacher,8,3,25-35,0,0,4,40,0.4,4,primary,,,,3,7,4,,35000
C64127,CENTAUR,$74 ,$492 ,$25 ,$53 ,$155 ,5,106,0,123,7,Others,8,4,45-55,0,0,0,4,0.2,3,primary,4,,,1,5,,,0
C64128,CENTAUR,$312 ,$701 ,$128 ,$105 ,$217 ,15,171,5,225,6,Magician,8,4,45-55,0,1,3,49,0.3,3,primary,2,,,,2,,0,100000
C64129,COSMOS,$12 ,$232 ,$77 ,$45 ,$315 ,1,14,3,33,2,Magician,8,2,18-24,1,1,0,20,0.6,2,primary,,,,3,5,2,0,600000
C64130,CENTAUR,$187 ,$15 ,$41 ,$173 ,"$1,625 ",1,0,1,313,10,Doctor,8,4,18-24,0,0,3,14,0.5,2,primary,1,,,,1,,1,0
C64131,COSMOS,$10 ,$15 ,$25 ,$40 ,$107 ,0,0,0,11,0,Teacher,8,3,25-35,0,1,4,13,0.2,3,MBA,,,,5,11,6,0,40000
C64132,EBONY,$514 ,$553 ,$76 ,$63 ,$210 ,26,65,3,213,5,Consultant,8,5,35-45,1,0,4,15,0.4,5,primary,3,,,9,21,9,0,270000
C64133,CENTAUR,$678 ,$160 ,$217 ,$73 ,$259 ,16,24,11,283,7,Director,8,1,45-55,0,0,1,23,0.6,3,MBA,9,,,2,14,3,1,0
C64134,COSMOS,$75 ,"$1,259 ",$26 ,$42 ,$112 ,1,45,1,16,1,Middle Magement,8,3,18-24,1,1,5,24,0.6,5,primary,,,,3,5,2,,119000
C64135,CENTAUR,$215 ,"$1,145 ",$395 ,$67 ,$545 ,29,71,19,118,5,Others,8,4,55+,0,0,1,49,0.7,4,MBA,,,,,0,,,0
C64136,CENTAUR,"$2,209 ","$3,807 ",$844 ,$61 ,$518 ,30,279,32,568,3,Others,8,1,25-35,0,1,2,7,0.2,4,primary,9,,,,9,,,0
C64137,ODYSSEY,"$1,960 ",$438 ,$470 ,$98 ,"$1,456 ",37,15,21,741,7,Others,8,2,45-55,0,1,2,41,0.3,4,primary,4,,,,15,11,,0
C64138,CENTAUR,$10 ,$15 ,$25 ,$40 ,$135 ,0,0,0,48,0,Consultant,8,4,55+,1,1,0,35,0.3,3,primary,,,,,0,,0,120000
C64139,COSMOS,$10 ,$15 ,$44 ,$59 ,$100 ,0,0,1,0,7,Others,8,5,45-55,1,0,4,11,0.9,3,primary,1,,,9,10,,,0
C64140,ODYSSEY,$75 ,$93 ,$97 ,$522 ,"$1,123 ",2,8,2,231,20,Others,8,3,35-45,1,0,0,15,0.8,1,primary,6,,1,2,16,7,,0
C64141,TOKUGAWA,$10 ,$925 ,$142 ,$88 ,$190 ,0,53,11,133,15,Pilot,8,2,35-45,1,0,1,8,0.8,4,MBA,9,,2,6,21,4,0,190000
C64142,TOKUGAWA,$10 ,$15 ,$25 ,$157 ,$733 ,0,0,0,18,3,Doctor,8,4,45-55,0,1,5,42,0.8,4,primary,3,,,1,4,,0,0
C64143,CENTAUR,$174 ,$131 ,$99 ,$78 ,$166 ,2,30,3,202,1,Director,8,1,25-35,0,0,2,30,0.7,2,primary,25,,4,4,40,7,0,125000
C64144,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,8,3,55+,0,1,1,42,0.8,3,MBA,,,,,0,,,0
C64145,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,8,3,35-45,1,0,5,32,0.6,1,primary,1,,,,1,,,0
C64146,CENTAUR,$10 ,$15 ,$25 ,$40 ,$120 ,2,0,0,2,0,Others,8,2,25-35,1,1,3,29,0.3,2,primary,1,,,,1,,,0
C64147,CENTAUR,$451 ,$15 ,$213 ,$40 ,$107 ,12,0,3,10,0,Senior Magement,8,1,35-45,0,0,0,45,0.4,5,primary,,,,,0,,0,150000
C64148,CENTAUR,$10 ,$136 ,$69 ,$47 ,$168 ,0,4,4,76,1,Consultant,8,1,45-55,1,0,1,2,0.6,4,primary,1,,,2,3,,,165000
C64149,CENTAUR,$10 ,$15 ,$25 ,$40 ,$101 ,0,0,0,2,0,Consultant,8,2,18-24,0,1,1,9,0.5,2,primary,,,,,0,,0,140000
C64150,COSMOS,$10 ,$113 ,$25 ,$40 ,$162 ,0,12,0,148,1,Others,8,2,18-24,0,0,2,38,0.8,5,primary,,,,7,23,16,,0
C64151,TOKUGAWA,$10 ,$322 ,$133 ,$69 ,$189 ,0,38,8,253,53,Director,8,4,35-45,0,1,4,15,0.1,3,primary,,2,,14,27,11,1,0
C64152,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Teacher,8,2,45-55,1,1,1,16,0.9,2,primary,,,,,1,1,0,100000
C64153,CENTAUR,$345 ,"$4,122 ",$519 ,$64 ,$381 ,7,129,21,90,2,Social Worker,8,5,35-45,0,1,5,48,0.4,2,primary,5,,,,6,1,,0
C64154,COSMOS,$10 ,$73 ,$25 ,$43 ,$106 ,0,6,0,23,4,Magician,8,3,55+,0,0,3,36,0.9,4,primary,,,,2,4,2,0,250000
C64155,ODYSSEY,$756 ,"$4,188 ",$367 ,$56 ,$171 ,22,61,14,70,1,Others,8,3,45-55,0,1,3,32,0.2,3,primary,14,,,,18,4,,0
C64156,CENTAUR,$10 ,$15 ,$25 ,$40 ,$102 ,3,0,0,5,0,Pilot,8,3,25-35,0,1,4,21,0.1,2,primary,8,3,3,5,23,4,0,150000
C64157,EBONY,$58 ,$29 ,$25 ,$46 ,$102 ,2,1,0,2,1,Others,8,4,35-45,1,1,2,8,1,3,primary,9,,,14,28,5,,0
C64158,CENTAUR,"$4,501 ","$7,164 ","$1,646 ",$51 ,$360 ,54,182,47,468,4,Magician,8,1,25-35,0,0,2,36,0.8,2,MBA,,,1,2,21,18,0,2000000
C64159,CENTAUR,"$1,401 ",$931 ,$172 ,$40 ,$303 ,16,34,8,81,0,Consultant,8,1,45-55,1,1,0,42,0.9,2,primary,1,2,,,4,1,0,500000
C64160,EBONY,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Director,8,5,35-45,0,1,1,11,0.1,4,primary,,,,2,2,,0,0
C64161,CENTAUR,$259 ,"$1,196 ",$120 ,$40 ,$165 ,8,139,12,64,1,Consultant,8,5,45-55,1,1,4,44,0.7,4,primary,1,,,,1,,0,100000
C64162,COSMOS,$19 ,$206 ,$25 ,$83 ,$195 ,2,35,0,289,47,Others,8,3,45-55,0,1,1,47,1,3,primary,,2,,1,21,18,,0
C64163,ODYSSEY,$216 ,"$1,052 ",$205 ,$42 ,$165 ,5,54,4,22,1,Teacher,8,3,45-55,1,0,3,7,0.1,3,primary,5,,,1,8,2,,1
C64164,EBONY,$73 ,"$1,918 ",$285 ,$46 ,$176 ,1,81,12,86,4,Magician,8,3,25-35,0,0,5,37,0.4,3,primary,,,,1,3,2,0,210000
C64165,CENTAUR,"$1,182 ","$2,731 ",$237 ,$85 ,$924 ,62,174,14,365,8,Others,8,2,25-35,1,0,1,31,0.2,4,primary,1,,,2,4,1,,0
C64166,CENTAUR,$696 ,$577 ,"$2,130 ",$373 ,$570 ,11,7,7,54,13,Consultant,8,4,18-24,1,0,3,28,0.2,3,primary,25,,,,25,,0,250000
C64167,CENTAUR,$10 ,$15 ,$25 ,$40 ,$129 ,0,0,0,24,0,Director,8,4,25-35,0,1,4,10,0.3,3,MBA,3,,,1,6,2,0,100000
C64168,COSMOS,$474 ,"$1,893 ",$202 ,$61 ,$772 ,11,133,6,250,3,Magician,8,3,35-45,0,0,1,30,0.1,2,professiol,,,1,5,16,10,0,300000
C64169,CENTAUR,$717 ,"$1,025 ",$334 ,$41 ,$154 ,31,39,12,69,1,Consultant,8,2,35-45,0,0,3,4,0.7,1,primary,,,,,0,,0,45000
C64170,CENTAUR,$10 ,$45 ,$83 ,$40 ,$101 ,0,3,5,3,0,Others,8,4,55+,1,1,2,45,0.2,1,primary,4,,,2,6,,,0
C64171,CENTAUR,$665 ,"$1,720 ",$476 ,$133 ,$236 ,19,204,33,313,52,Magician,8,3,35-45,1,0,4,45,0.4,3,primary,,,,,1,1,0,300000
C64172,COSMOS,$27 ,$220 ,$25 ,$80 ,$140 ,1,10,0,51,10,Others,8,2,35-45,0,1,4,43,0.8,4,primary,,,,5,12,7,,0
C64173,CENTAUR,$417 ,$930 ,$351 ,$53 ,$181 ,12,180,15,165,8,Director,8,3,35-45,0,1,4,11,0.9,4,primary,6,,,,6,,0,250000
C64174,ODYSSEY,"$7,683 ","$8,507 ","$5,517 ",$52 ,$286 ,106,93,118,77,5,Senior Magement,8,3,25-35,0,1,4,30,0.3,4,primary,3,,1,3,8,1,,350000
C64175,CENTAUR,$167 ,$15 ,$25 ,$40 ,$182 ,8,0,0,44,0,Senior Magement,8,5,18-24,1,1,2,34,0.5,1,primary,6,,,2,10,2,0,250000
C64176,EBONY,$10 ,$15 ,$25 ,$40 ,$106 ,0,0,0,11,0,Magician,8,4,55+,1,0,3,32,0.8,2,primary,,,,1,3,2,0,65000
C64177,ODYSSEY,"$3,635 ",$54 ,$38 ,$40 ,$135 ,9,3,1,39,0,Self Employed,8,2,25-35,1,0,0,18,0.5,2,primary,4,,,,8,4,0,200000
C64178,COSMOS,$407 ,$144 ,$60 ,$86 ,$188 ,7,11,2,111,9,Teacher,8,2,55+,0,0,4,18,0.7,4,primary,,,,1,4,3,0,50000
C64179,COSMOS,$10 ,$360 ,$25 ,$53 ,$199 ,0,20,0,83,1,Others,8,2,55+,1,0,4,30,0.8,2,primary,1,,,12,22,9,,0
C64180,TOKUGAWA,$10 ,$416 ,$97 ,$43 ,$137 ,0,26,7,56,3,Magician,8,3,35-45,0,1,0,26,0.8,4,primary,2,,,1,3,,0,125000
C64181,COSMOS,$10 ,$15 ,$25 ,$40 ,$121 ,0,1,0,36,0,Teacher,8,3,45-55,0,1,2,12,0.2,4,MBA,,,,3,5,2,0,100000
C64182,COSMOS,$10 ,$15 ,$25 ,$40 ,$104 ,0,0,0,10,1,Teacher,8,3,25-35,0,0,5,4,0.4,2,primary,,,,1,5,4,,65000
C64183,CENTAUR,$909 ,$507 ,$273 ,$42 ,"$1,318 ",15,56,9,123,3,Others,8,4,25-35,1,1,1,13,0.6,4,primary,12,,3,3,18,,,0
C64184,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Doctor,8,2,25-35,0,1,5,43,1,3,primary,15,,1,1,17,,1,0
C64185,COSMOS,$10 ,$92 ,$64 ,$44 ,$118 ,0,3,4,61,6,Magician,8,5,35-45,1,1,1,36,0.5,4,MBA,2,,,6,10,2,0,17000
C64186,TOKUGAWA,$10 ,$62 ,$25 ,$40 ,$165 ,0,3,0,102,0,Others,8,4,25-35,1,1,4,12,0.1,3,MBA,,,,,0,,,0
C64187,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Consultant,8,5,35-45,0,1,1,10,0.7,3,MBA,,,,2,4,2,0,150000
C64188,CENTAUR,$10 ,$15 ,$25 ,$40 ,$106 ,0,0,0,22,0,Magician,8,3,45-55,1,0,1,16,0.7,4,primary,2,,,,2,,0,180000
C64189,EBONY,$261 ,$142 ,$25 ,$48 ,$181 ,6,10,1,76,1,Magician,8,4,45-55,1,0,2,40,0.3,4,primary,,,,6,16,10,0,80000
C64190,CENTAUR,"$1,380 ",$551 ,$25 ,$40 ,$145 ,5,81,0,155,1,Consultant,8,5,25-35,0,1,4,15,0.2,2,primary,,,,,0,,0,100000
C64191,COSMOS,$643 ,$108 ,$67 ,$47 ,"$2,578 ",10,14,3,737,5,Teacher,8,1,25-35,0,1,3,17,0.2,3,primary,2,,,4,14,8,0,120000
C64192,COSMOS,$170 ,$463 ,$25 ,$73 ,$335 ,6,93,0,352,29,Others,8,2,35-45,1,0,1,36,0.8,4,MBA,,,,2,6,4,,0
C64193,COSMOS,$86 ,$564 ,$50 ,$40 ,$212 ,2,35,3,181,0,Others,8,4,18-24,1,1,1,8,0.7,2,MBA,,,,,7,7,,0
C64194,CENTAUR,$438 ,"$1,047 ",$205 ,$77 ,$439 ,25,82,14,179,13,Social Worker,8,3,45-55,1,0,3,10,0.4,5,primary,4,,,,4,,,0
C64195,COSMOS,"$1,244 ","$1,272 ",$60 ,$87 ,$287 ,18,89,8,179,14,Others,8,4,25-35,0,1,1,22,0.4,2,primary,1,,,1,12,10,,0
C64196,ODYSSEY,$59 ,$486 ,$310 ,$79 ,$228 ,3,22,4,104,9,Others,8,4,45-55,1,0,1,37,0.8,5,primary,2,,,,16,14,,0
C64197,EBONY,$10 ,$436 ,$66 ,$43 ,$116 ,0,76,1,46,4,Teacher,8,2,55+,1,1,0,35,1,1,MBA,2,,,3,10,5,0,64000
C64198,COSMOS,$36 ,$128 ,$294 ,$42 ,$137 ,2,12,2,99,2,Others,8,2,25-35,0,0,4,9,0.9,3,primary,,,,5,14,9,,0
C64199,COSMOS,$10 ,$41 ,$25 ,$40 ,$106 ,0,3,0,1,0,Magician,8,2,35-45,0,1,5,17,0.8,3,primary,,,,2,5,3,0,46000
C64200,CENTAUR,"$2,622 ",$131 ,$201 ,$40 ,$100 ,29,10,3,0,0,Doctor,8,1,45-55,1,1,0,18,0.6,4,primary,2,,,,2,,0,550000
C64201,CENTAUR,$173 ,$169 ,$121 ,$112 ,$295 ,1,15,2,105,11,Consultant,8,1,55+,1,0,3,12,0.4,5,primary,1,,,,1,,0,350000
C64202,CENTAUR,$456 ,$597 ,$196 ,$77 ,$282 ,11,27,17,215,14,Others,8,3,45-55,0,1,3,35,0.7,3,MBA,,,,,0,,,0
C64203,EBONY,$35 ,$49 ,$25 ,$55 ,$165 ,2,4,0,117,5,Others,8,3,35-45,0,1,0,27,0.7,2,primary,,,,3,7,4,,0
C64204,CENTAUR,$117 ,$51 ,$37 ,$51 ,$175 ,5,8,1,50,1,Magician,8,2,35-45,1,1,0,49,0.4,3,primary,16,,,1,17,,0,350000
C64205,ODYSSEY,$687 ,$191 ,$69 ,$67 ,$451 ,8,13,1,176,13,Magician,8,3,55+,0,1,5,11,1,2,primary,,,,,15,15,0,79788
C64206,COSMOS,$273 ,"$3,495 ",$533 ,$90 ,$238 ,7,122,28,234,27,Senior Magement,8,3,45-55,1,0,2,20,0.8,2,primary,,,2,1,5,2,2,0
C64207,CENTAUR,$10 ,$15 ,$359 ,$40 ,$119 ,0,0,4,15,0,Others,8,1,45-55,0,1,0,6,0.8,3,primary,2,,,1,3,,,0
C64208,ODYSSEY,$513 ,$326 ,$315 ,$40 ,$471 ,15,15,13,242,0,Doctor,8,3,45-55,1,1,2,23,0.8,2,primary,,,,,7,7,0,150000
C64209,CENTAUR,$939 ,$110 ,$86 ,$40 ,$782 ,19,5,3,63,0,Consultant,8,1,45-55,0,1,2,37,0.4,3,primary,8,,,3,11,,0,50000
C64210,CENTAUR,$901 ,"$2,013 ",$263 ,$70 ,$284 ,31,111,12,171,12,Others,8,3,25-35,1,0,1,25,0.9,4,MBA,,,,,0,,,0
C64211,CENTAUR,$940 ,"$1,622 ",$38 ,$139 ,"$1,142 ",7,71,2,330,42,Others,8,3,25-35,1,0,1,36,0.6,4,primary,1,,,,1,,,0
C64212,CENTAUR,"$1,353 ","$4,176 ",$797 ,$261 ,$340 ,6,13,18,119,5,Consultant,8,2,45-55,0,0,4,8,0.9,2,primary,5,,,,5,,0,500000
C64213,ODYSSEY,$752 ,$613 ,$451 ,$43 ,$210 ,2,24,7,66,2,Others,8,2,25-35,0,0,2,2,0.8,2,MBA,,,,,0,,,0
C64214,CENTAUR,$36 ,$288 ,$96 ,$40 ,$184 ,7,19,4,139,1,Others,8,2,25-35,1,0,4,39,0.6,2,primary,13,,1,1,15,,,0
C64215,CENTAUR,$215 ,$290 ,$57 ,$200 ,$362 ,2,15,3,249,1,Middle Magement,8,3,55+,0,1,2,39,1,4,primary,8,,,,9,1,0,225000
C64216,CENTAUR,$499 ,"$1,227 ",$52 ,$56 ,"$2,479 ",2,79,3,1030,1,Others,8,2,25-35,0,1,4,36,0.9,3,primary,3,,,,13,10,,0
C64217,ODYSSEY,$167 ,$479 ,$92 ,$76 ,$312 ,15,24,1,382,21,Consultant,8,4,25-35,1,1,1,49,0.5,1,primary,1,,,3,6,2,0,105000
C64218,CENTAUR,$701 ,$86 ,"$1,926 ",$40 ,$179 ,16,5,78,53,1,Others,8,2,18-24,1,1,5,1,0.3,2,MBA,1,,,,5,4,,0
C64219,COSMOS,$155 ,$762 ,$31 ,$69 ,$805 ,3,58,1,621,7,Others,8,2,18-24,0,0,5,16,0.6,2,primary,1,,,2,5,2,,0
C64220,CENTAUR,$66 ,"$2,063 ",$336 ,$116 ,$966 ,11,284,2,440,15,Social Worker,8,4,45-55,0,1,4,43,0.8,4,primary,,,,3,4,1,,0
C64221,CENTAUR,$20 ,$845 ,$172 ,$40 ,$120 ,2,85,9,37,0,Consultant,8,3,35-45,0,1,4,36,0.5,3,primary,7,,,3,10,,,140000
C64222,CENTAUR,"$2,149 ","$1,210 ",$979 ,$45 ,$249 ,128,79,43,185,3,Others,8,1,45-55,0,1,4,29,0.9,1,primary,4,,,2,6,,,0
C64223,CENTAUR,$183 ,$15 ,$25 ,$40 ,$119 ,2,0,0,10,0,Others,8,4,45-55,0,1,4,37,0.9,2,MBA,,,,2,2,,,0
C64224,CENTAUR,"$6,873 ","$4,228 ",$701 ,$92 ,$395 ,123,124,14,296,11,Others,8,3,25-35,0,0,4,39,0.8,1,MBA,7,,,1,8,,,0
C64225,TOKUGAWA,"$1,284 ",$795 ,"$1,485 ",$84 ,$448 ,5,95,5,129,4,Magician,8,2,55+,1,0,3,18,0.8,2,primary,14,,,2,17,1,0,425000
C64226,CENTAUR,$482 ,$720 ,$233 ,$46 ,$151 ,8,113,6,103,2,Others,8,4,55+,1,0,1,46,1,3,primary,,,,,0,,,0
C64227,EBONY,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,8,5,25-35,0,1,1,11,0.4,2,primary,,,,4,11,7,,0
C64228,COSMOS,$14 ,$71 ,$37 ,$78 ,$138 ,1,3,3,71,16,Others,8,5,45-55,0,1,3,42,0.9,3,primary,,,,17,41,24,,0
C64229,CENTAUR,$113 ,$748 ,$281 ,$40 ,$195 ,2,81,1,143,0,Others,8,4,35-45,1,0,2,3,0.5,2,primary,25,,3,,55,27,,0
C64230,TOKUGAWA,$165 ,$733 ,$28 ,$41 ,$169 ,8,36,2,90,1,Others,8,3,18-24,1,0,4,47,0.2,3,MBA,,,,,0,,,0
C64231,CENTAUR,"$1,294 ",$198 ,$236 ,$41 ,$210 ,21,10,8,84,1,Others,8,5,25-35,1,1,1,7,0.7,4,primary,1,,,,1,,,0
C64232,TOKUGAWA,$823 ,$187 ,$737 ,$40 ,$156 ,18,5,15,67,0,Others,8,2,25-35,0,1,4,6,0.6,2,primary,7,,2,,9,,,0
C64233,CENTAUR,$689 ,$273 ,$25 ,$73 ,$389 ,26,26,0,283,7,Social Worker,8,2,45-55,1,1,1,17,0.2,2,primary,1,,,,1,,,0
C64234,CENTAUR,$10 ,$524 ,$142 ,$56 ,$203 ,0,20,8,55,6,Director,8,4,45-55,1,0,1,43,0.1,2,primary,,,,,0,,0,150000
C64235,CENTAUR,$197 ,"$1,470 ",$76 ,$47 ,$211 ,2,249,7,302,4,Others,8,1,25-35,0,1,3,40,0.4,3,primary,,,,1,1,,,0
C64236,COSMOS,$130 ,$15 ,$477 ,$40 ,$115 ,4,0,7,2,0,Others,8,3,25-35,1,1,4,3,0.6,4,MBA,5,,,16,23,2,,0
C64237,EBONY,$425 ,$362 ,$28 ,$61 ,$159 ,3,66,2,113,16,Others,8,4,45-55,1,1,0,31,0.9,4,primary,25,28,1,25,81,2,,0
C64238,COSMOS,$10 ,$294 ,$25 ,$88 ,$159 ,0,60,0,199,41,Others,8,4,25-35,1,0,4,20,0.4,4,primary,,,,7,14,7,,0
C64239,EBONY,$10 ,$67 ,$25 ,$40 ,$115 ,0,10,0,58,1,Magician,8,4,25-35,0,0,5,33,0.9,3,primary,,,,5,10,5,0,100000
C64240,TOKUGAWA,"$2,101 ","$1,222 ",$300 ,$43 ,$170 ,25,86,22,84,2,Teacher,8,5,25-35,1,1,5,30,0.7,3,primary,3,,,,9,6,0,200000
C64241,COSMOS,$10 ,$218 ,$25 ,$53 ,$284 ,0,17,0,225,6,Teacher,8,5,25-35,0,1,4,42,0.2,3,primary,,,,7,14,7,,64000
C64242,ODYSSEY,$177 ,"$1,005 ",$307 ,$40 ,$183 ,2,202,13,154,0,Director,8,3,18-24,0,1,0,5,0.8,3,primary,25,,,3,66,38,,0
C64243,ODYSSEY,"$1,958 ","$1,387 ",$762 ,$169 ,$155 ,28,67,32,96,34,Others,8,5,55+,1,0,3,3,0.2,1,primary,1,,,2,8,5,,0
C64244,TOKUGAWA,$944 ,"$1,047 ",$541 ,$57 ,$195 ,36,113,9,192,5,Others,8,3,45-55,0,0,3,36,0.5,2,primary,1,,,,1,,,0
C64245,COSMOS,$198 ,"$1,518 ",$146 ,$81 ,$267 ,5,278,4,521,21,Others,8,2,25-35,0,0,2,10,0.5,4,primary,14,,3,1,21,3,,0
C64246,COSMOS,"$5,159 ","$2,120 ","$4,084 ",$148 ,$231 ,77,140,51,235,12,Magician,8,1,35-45,1,0,1,18,0.9,3,primary,,,,4,14,10,0,380000
C64247,CENTAUR,$53 ,$451 ,$29 ,$40 ,$137 ,5,62,1,71,0,Others,8,2,45-55,0,1,5,29,0.3,5,primary,6,,,1,7,,,0
C64248,CENTAUR,$253 ,"$2,404 ",$81 ,$52 ,$277 ,2,182,6,444,2,Director,8,2,55+,1,0,3,35,0.8,3,primary,6,,,,6,,0,0
C64249,CENTAUR,$876 ,$871 ,$25 ,$59 ,$157 ,14,50,0,116,8,Others,8,4,45-55,1,0,4,35,0.6,2,primary,,,,,0,,,0
C64250,COSMOS,$53 ,$51 ,$25 ,$55 ,$133 ,9,20,0,153,23,Magician,8,2,35-45,1,0,2,17,0.7,4,MBA,,,,2,4,2,0,150000
C64251,EBONY,$729 ,$961 ,$845 ,$40 ,$121 ,24,56,20,22,0,Social Worker,8,5,35-45,0,1,3,9,0.4,4,primary,4,,,2,7,1,,0
C64252,CENTAUR,$320 ,$904 ,$746 ,$129 ,$373 ,12,181,20,481,34,Director,8,2,35-45,1,1,2,3,0.6,2,MBA,2,,,,4,2,0,145000
C64253,CENTAUR,$452 ,$900 ,$124 ,$42 ,$125 ,5,50,5,58,1,Doctor,8,1,45-55,1,1,3,14,0.6,3,primary,3,,,1,4,,0,0
C64254,COSMOS,$10 ,$15 ,$25 ,$40 ,$108 ,0,0,0,14,0,Social Worker,8,2,25-35,1,1,2,43,0.7,5,primary,,,,1,3,2,,0
C64255,COSMOS,$10 ,$68 ,$25 ,$40 ,$137 ,0,3,0,52,0,Director,8,2,45-55,0,0,2,45,0.6,4,primary,,,,1,4,3,0,95000
C64256,EBONY,$10 ,$108 ,$25 ,$40 ,$116 ,0,38,0,44,0,Others,8,5,35-45,0,1,1,34,0.9,4,primary,,,,3,6,3,,0
C64257,EBONY,$485 ,$496 ,$30 ,$40 ,$164 ,16,6,1,68,0,Magician,8,5,45-55,0,1,3,12,0.5,3,primary,,,,3,5,2,0,300000
C64258,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Consultant,8,2,35-45,1,0,2,43,0.1,2,primary,3,,,,3,,0,30000
C64259,TOKUGAWA,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Doctor,8,5,25-35,0,0,2,42,0.4,4,primary,2,,,,2,,0,0
C64260,CENTAUR,$452 ,"$1,296 ",$240 ,"$1,066 ",$249 ,17,106,15,238,27,Director,8,2,45-55,0,0,3,32,0.2,3,primary,1,,,1,2,,0,0
C64261,CENTAUR,$38 ,$219 ,$25 ,$55 ,$209 ,2,40,0,459,18,Consultant,8,3,25-35,1,0,3,39,0.2,2,primary,,,,,0,,,90000
C64262,COSMOS,$75 ,$20 ,$25 ,$40 ,$130 ,1,2,0,23,0,Magician,8,1,25-35,0,0,4,9,0.9,5,primary,,,,2,5,3,0,75000
C64263,COSMOS,$10 ,$15 ,$25 ,$40 ,$108 ,0,0,0,25,0,Middle Magement,8,1,45-55,1,0,3,13,0.5,3,primary,,,,2,5,3,0,32000
C64264,CENTAUR,$64 ,$17 ,$25 ,$41 ,$107 ,1,1,0,32,3,Teacher,8,3,45-55,0,0,4,42,0.4,1,primary,,,,,0,,,70000
C64265,COSMOS,$324 ,$238 ,$257 ,$106 ,$227 ,9,22,8,155,9,Senior Magement,8,2,55+,1,1,2,46,0.3,4,primary,,,,2,5,3,0,100000
C64266,ODYSSEY,$100 ,$252 ,$50 ,$294 ,$745 ,4,30,4,242,20,Senior Magement,8,3,25-35,0,1,1,31,0.5,4,primary,,,,,1,1,,180000
C64267,COSMOS,$10 ,$163 ,$25 ,$71 ,$139 ,0,28,1,107,18,Self Employed,8,5,25-35,0,0,4,27,0.5,5,primary,3,,,2,5,,0,25000
C64268,CENTAUR,$55 ,$41 ,$104 ,$42 ,$206 ,3,2,4,510,1,Consultant,8,4,45-55,1,0,3,21,0.3,1,MBA,2,,,,2,,0,80000
C64269,ODYSSEY,"$1,332 ","$1,886 ","$1,074 ",$62 ,$464 ,58,211,25,507,3,Others,8,5,45-55,0,0,1,42,0.3,2,primary,,,,11,18,7,,0
C64270,TOKUGAWA,"$3,714 ","$2,561 ","$2,677 ",$41 ,"$1,009 ",48,64,33,350,1,Others,8,1,35-45,1,0,3,8,0.8,2,MBA,,,,7,15,8,,0
